spec_fullpath,label,ibra_bioregion,recording_id,time_local,longitude,latitude,__dummy__,cluster_km,cluster_hdb
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\4-audio-1074563498__chunk005__mel.png,Murray-Darling Depression,Murray-Darling Depression,4-audio-1074563498__chunk005,9:23,125.1139,-27.32218,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\4-audio-1074563498__chunk006__mel.png,Murray-Darling Depression,Murray-Darling Depression,4-audio-1074563498__chunk006,6:46,127.55,-28.17198,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\4-audio-1074563498__chunk007__mel.png,Murray-Darling Depression,Murray-Darling Depression,4-audio-1074563498__chunk007,9:02,133.39252,-24.54189,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\4-audio-1074563498__chunk008__mel.png,Murray-Darling Depression,Murray-Darling Depression,4-audio-1074563498__chunk008,10:31,127.43729,-29.10171,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\4-audio-1074563498__chunk009__mel.png,Murray-Darling Depression,Murray-Darling Depression,4-audio-1074563498__chunk009,6:55,138.84692,-30.81709,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\4-audio-1074563498__chunk010__mel.png,Murray-Darling Depression,Murray-Darling Depression,4-audio-1074563498__chunk010,8:25,128.014,-23.14916,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\4-audio-1074563498__chunk011__mel.png,Murray-Darling Depression,Murray-Darling Depression,4-audio-1074563498__chunk011,17:06,135.92697,-22.01439,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\5-audio-7838854693__chunk000__mel.png,Central Ranges,Central Ranges,5-audio-7838854693__chunk000,16:46,136.05046,-25.96142,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\5-audio-7838854693__chunk001__mel.png,Central Ranges,Central Ranges,5-audio-7838854693__chunk001,7:00,127.58602,-20.4547,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk000__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk000,17:24,126.94685,-26.44284,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk001__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk001,12:57,130.11884,-27.39033,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk002__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk002,12:51,127.09844,-19.7596,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk003__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk003,6:45,132.68895,-19.53973,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk004__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk004,10:03,126.33356,-20.5122,0,0,-1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk005__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk005,17:24,126.94685,-26.44284,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk006__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk006,9:49,138.8985,-23.51181,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk007__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk007,9:02,133.39252,-24.54189,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk008__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk008,11:44,122.81312,-28.36784,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk009__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk009,18:42,138.24776,-20.18995,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk010__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk010,10:10,127.45336,-25.8565,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk011__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk011,8:25,128.014,-23.14916,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk012__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk012,14:57,130.29385,-31.32003,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk013__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk013,11:21,137.61483,-22.87297,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk014__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk014,17:14,132.78889,-29.49024,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk015__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk015,14:01,126.32407,-25.60967,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk016__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk016,11:20,122.31804,-29.17229,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk017__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk017,6:46,127.55,-28.17198,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk018__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk018,9:14,133.87992,-24.56021,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk019__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk019,18:03,133.15403,-26.0808,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk020__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk020,5:04,130.38363,-25.05016,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk021__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk021,10:13,133.9099,-21.19183,0,2,-1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk022__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk022,9:26,132.58951,-28.9532,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk023__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk023,16:06,135.51509,-23.28208,0,2,-1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk024__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk024,10:37,122.53293,-22.51798,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk025__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk025,8:42,128.43265,-31.22621,0,2,1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\6-audio-7400016106__chunk026__mel.png,Mitchell Grass Downs,Mitchell Grass Downs,6-audio-7400016106__chunk026,10:10,127.45336,-25.8565,0,2,-1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\7-audio-8670250960__chunk000__mel.png,MacDonnell Ranges,MacDonnell Ranges,7-audio-8670250960__chunk000,13:10,133.29156,-25.9507,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\7-audio-8670250960__chunk001__mel.png,MacDonnell Ranges,MacDonnell Ranges,7-audio-8670250960__chunk001,8:09,123.95583,-20.28742,0,1,-1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\8-audio-1797453530__chunk000__mel.png,Channel Country,Channel Country,8-audio-1797453530__chunk000,17:43,127.85617,-28.70864,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\8-audio-1797453530__chunk001__mel.png,Channel Country,Channel Country,8-audio-1797453530__chunk001,18:42,125.06614,-20.71333,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\8-audio-1797453530__chunk002__mel.png,Channel Country,Channel Country,8-audio-1797453530__chunk002,18:07,130.83273,-25.18678,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\8-audio-1797453530__chunk003__mel.png,Channel Country,Channel Country,8-audio-1797453530__chunk003,17:43,127.85617,-28.70864,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\8-audio-1797453530__chunk004__mel.png,Channel Country,Channel Country,8-audio-1797453530__chunk004,10:46,123.68854,-18.1872,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\8-audio-1797453530__chunk005__mel.png,Channel Country,Channel Country,8-audio-1797453530__chunk005,6:28,131.5654,-25.01656,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\8-audio-1797453530__chunk006__mel.png,Channel Country,Channel Country,8-audio-1797453530__chunk006,11:21,137.61483,-22.87297,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\8-audio-1797453530__chunk007__mel.png,Channel Country,Channel Country,8-audio-1797453530__chunk007,15:29,127.78782,-26.16668,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\9-audio-550943603__chunk000__mel.png,Gawler,Gawler,9-audio-550943603__chunk000,12:46,123.52675,-20.88845,0,1,-1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\9-audio-550943603__chunk001__mel.png,Gawler,Gawler,9-audio-550943603__chunk001,7:00,127.58602,-20.4547,0,1,-1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\9-audio-550943603__chunk002__mel.png,Gawler,Gawler,9-audio-550943603__chunk002,7:19,124.94752,-24.64876,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\9-audio-550943603__chunk003__mel.png,Gawler,Gawler,9-audio-550943603__chunk003,7:07,124.32254,-25.58433,0,1,-1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\9-audio-550943603__chunk004__mel.png,Gawler,Gawler,9-audio-550943603__chunk004,5:04,130.38363,-25.05016,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\9-audio-550943603__chunk005__mel.png,Gawler,Gawler,9-audio-550943603__chunk005,11:20,122.31804,-29.17229,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\9-audio-550943603__chunk006__mel.png,Gawler,Gawler,9-audio-550943603__chunk006,6:38,124.1552,-18.96269,0,1,-1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\10-audio-4029332731__chunk000__mel.png,Central Ranges,Central Ranges,10-audio-4029332731__chunk000,14:25,133.75745,-27.50972,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\11-audio-8993839691__chunk000__mel.png,Gawler,Gawler,11-audio-8993839691__chunk000,11:04,135.59594,-30.87931,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\11-audio-8993839691__chunk001__mel.png,Gawler,Gawler,11-audio-8993839691__chunk001,7:00,127.58602,-20.4547,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\11-audio-8993839691__chunk002__mel.png,Gawler,Gawler,11-audio-8993839691__chunk002,13:22,127.53563,-25.7251,0,1,-1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\12-audio-3401378197__chunk000__mel.png,Tanami,Tanami,12-audio-3401378197__chunk000,17:33,124.28438,-23.81506,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\12-audio-3401378197__chunk001__mel.png,Channel Country,Channel Country,12-audio-3401378197__chunk001,8:25,128.014,-23.14916,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\12-audio-3401378197__chunk002__mel.png,Channel Country,Channel Country,12-audio-3401378197__chunk002,13:25,129.36452,-23.86615,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\12-audio-3401378197__chunk003__mel.png,Channel Country,Channel Country,12-audio-3401378197__chunk003,17:14,132.78889,-29.49024,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\12-audio-3401378197__chunk004__mel.png,Channel Country,Channel Country,12-audio-3401378197__chunk004,10:36,122.4181,-22.40401,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\12-audio-3401378197__chunk005__mel.png,Channel Country,Channel Country,12-audio-3401378197__chunk005,9:04,125.55801,-29.83808,0,1,-1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\13-audio-9176696966__chunk000__mel.png,Great Victoria Desert,Great Victoria Desert,13-audio-9176696966__chunk000,7:27,125.45458,-22.46139,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\13-audio-9176696966__chunk001__mel.png,Great Victoria Desert,Great Victoria Desert,13-audio-9176696966__chunk001,6:05,127.71744,-26.20363,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\13-audio-9176696966__chunk002__mel.png,Great Victoria Desert,Great Victoria Desert,13-audio-9176696966__chunk002,11:42,129.38088,-29.26306,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\13-audio-9176696966__chunk003__mel.png,Great Victoria Desert,Great Victoria Desert,13-audio-9176696966__chunk003,16:06,135.51509,-23.28208,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\14-audio-9233757637__chunk000__mel.png,Finke,Finke,14-audio-9233757637__chunk000,7:27,125.45458,-22.46139,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\14-audio-9233757637__chunk001__mel.png,Finke,Finke,14-audio-9233757637__chunk001,7:01,132.30344,-23.09028,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\14-audio-9233757637__chunk002__mel.png,Finke,Finke,14-audio-9233757637__chunk002,9:52,139.07918,-19.90208,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\14-audio-9233757637__chunk003__mel.png,Finke,Finke,14-audio-9233757637__chunk003,12:45,124.52448,-19.45375,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\14-audio-9233757637__chunk004__mel.png,Finke,Finke,14-audio-9233757637__chunk004,11:04,135.59594,-30.87931,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\14-audio-9233757637__chunk005__mel.png,Finke,Finke,14-audio-9233757637__chunk005,8:58,137.8256,-18.04151,0,1,-1
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\15-audio-9479058925__chunk000__mel.png,Central Ranges,Central Ranges,15-audio-9479058925__chunk000,9:49,138.8985,-23.51181,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\15-audio-9479058925__chunk001__mel.png,Central Ranges,Central Ranges,15-audio-9479058925__chunk001,8:24,139.18817,-27.24731,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\16-audio-9611887824__chunk000__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,16-audio-9611887824__chunk000,6:57,123.90615,-23.12435,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\16-audio-9611887824__chunk001__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,16-audio-9611887824__chunk001,7:01,132.30344,-23.09028,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\16-audio-9611887824__chunk002__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,16-audio-9611887824__chunk002,12:46,123.52675,-20.88845,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\16-audio-9611887824__chunk003__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,16-audio-9611887824__chunk003,11:21,138.53829,-28.44031,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\16-audio-9611887824__chunk004__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,16-audio-9611887824__chunk004,16:11,131.36495,-24.94914,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\16-audio-9611887824__chunk005__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,16-audio-9611887824__chunk005,11:16,133.76372,-30.07904,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\16-audio-9611887824__chunk006__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,16-audio-9611887824__chunk006,8:42,128.43265,-31.22621,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\16-audio-9611887824__chunk007__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,16-audio-9611887824__chunk007,9:26,132.58951,-28.9532,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\16-audio-9611887824__chunk008__mel.png,Simpson Strzelecki Dunefields,Simpson Strzelecki Dunefields,16-audio-9611887824__chunk008,12:51,136.87901,-21.38926,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk000__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk000,10:03,126.33356,-20.5122,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk001__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk001,17:38,123.73504,-28.18862,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk002__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk002,12:45,124.52448,-19.45375,0,1,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk003__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk003,7:57,136.09229,-23.0505,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk004__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk004,7:59,134.23149,-29.26319,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk005__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk005,11:21,122.22145,-22.39465,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk006__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk006,11:01,126.76276,-18.49674,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk007__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk007,7:00,127.58602,-20.4547,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk008__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk008,14:01,126.32407,-25.60967,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk009__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk009,6:10,130.87922,-23.78977,0,0,0
C:\Users\rahma\Downloads\AI-Driven Bioacoustics\spectrograms\Lophochroa_leadbeateri\17-audio-8900378827__chunk010__mel.png,Burt Plain,Burt Plain,17-audio-8900378827__chunk010,14:25,133.75745,-27.50972,0,0,0
