feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,feat_100,feat_101,feat_102,feat_103,feat_104,feat_105,feat_106,feat_107,feat_108,feat_109,feat_110,feat_111,feat_112,feat_113,feat_114,feat_115,feat_116,feat_117,feat_118,feat_119,feat_120,feat_121,feat_122,feat_123,feat_124,feat_125,feat_126,feat_127,label,cnn_pred,cnn_conf
1.5479136,0.0,0.3381418,1.6319493,0.0,0.0,0.0,0.812806,0.0,0.0,0.0,0.0,1.1931683,0.0,0.0,2.3371704,0.0,0.1483343,3.1865866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.577987,0.0,0.0,0.0,0.0,0.0,2.7857845,0.0,0.0,0.0,0.0,2.9919546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3934526,0.685669,1.3963786,0.0,0.0,2.466906,1.6743999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09385913,0.0,0.0,0.4461158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7605433,0.0,0.0,0.0,1.2731282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3147638,0.0,2.2886546,0.0,0.038127404,0.0,0.0,0.33863175,0.0,0.0,0.0,0.0,0.0,1.5533254,0.0,0.5335061,0.0,0.4186445,0.0,0.0,0.0,0.0,1.9717546,0.0,0.0,1.9077562,0.0,2.1565218,MacDonnell Ranges,MacDonnell Ranges,0.39361367
0.093991764,0.0,2.0110836,0.0,0.0,0.0,0.0,1.517059,0.0,0.9441218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5624238,0.0,0.0,0.0,0.93829024,0.0,0.0,0.0,0.5362283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4665706,1.1829951,0.06456804,0.3033797,0.0,0.07109161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88952875,0.0,0.2963226,0.0,0.0,0.100267835,0.0,0.0,1.2313014,0.0,0.48587012,0.6241515,0.0,0.0,2.6832104,0.0,0.451928,0.0,0.048663095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1000013,0.0,0.0,0.3484336,0.8434748,0.70036733,0.0,0.0,0.0,0.0,0.4533214,0.0,0.0,0.0,0.20383675,4.314623,1.0586326,0.0,0.0,2.4107702,0.0,0.0,0.0,0.42809328,0.0,0.0,0.0,0.0,0.0,0.0,0.19942652,Tanami,Burt Plain,0.28823268
1.3664604,0.0,3.2658124,0.07240747,0.0,0.0,0.0,0.3791438,0.0,0.05074231,0.0,0.0,2.871061,0.0,0.0,0.59168035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23847006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49781248,0.0,1.1800997,2.4459543,0.0,0.47720596,0.9108292,0.0,0.0,0.0,0.0,0.0,0.0,0.8220162,0.0,0.030344373,0.1390143,0.0,1.1687438,0.0,0.0,0.6001522,0.0,2.1747012,3.1715941,0.0,0.0,3.342766,0.0,0.0,0.0,0.04975652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35562378,0.0,0.0,0.0,0.0,4.472722,1.6192325,0.0,0.086330295,3.8765774,0.0,0.0,1.0390676,0.45196173,0.0,0.0,0.0,0.0,0.0,0.0,1.9124057,Tanami,Tanami,0.4956875
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8810955,0.0,0.0,0.7761001,0.0,0.0,0.7434059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35738164,0.9949111,0.0,0.0,0.6294686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.914359,0.12716925,1.6987224,0.0,0.0,0.0,0.84550464,0.0,0.0,0.0,0.0,0.0,0.0,1.2820256,0.0,0.6827659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27672026,0.77837545,0.0,0.0,2.0636249,0.0,0.0,0.0,0.9799267,0.0,0.0,0.0,0.0,0.0,0.0,1.7515978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2090263,0.0,1.3756161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8626794,0.46790987,0.0,0.0,0.0,0.41404945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6776142,0.0,0.6333398,Murray-Darling Depression,Mitchell Grass Downs,0.17121738
0.2913155,0.0,0.6119351,0.0,0.0,0.0,0.0,0.12921076,0.0,1.1739544,0.0,0.0,1.3667034,0.0,0.0,1.5088458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47623178,0.0,1.8448324,1.5176458,1.2689252,0.0,0.0,0.595119,0.6009373,0.0,0.31239077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3448939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52076274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4011954,0.0,1.7670747,0.0,0.0,0.0,0.0,0.0,1.1022775,0.0,0.0,0.0,0.0,0.0,0.8325701,0.0,0.44517356,0.0,1.3161474,0.0,0.0,0.0,0.0,0.0,0.0,3.056646,0.0,0.0,0.0,0.15062976,0.39491042,0.0,0.0,0.4719977,0.0,0.0,0.0,2.4467635,4.210581,0.0,2.160729,0.0,0.0,0.0,0.0,0.0,0.0,0.31920213,0.6864318,0.39288062,0.0,0.0,0.50127375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.995311,0.0,0.84639907,Murray-Darling Depression,Murray-Darling Depression,0.49075967
0.0,0.0,0.94785225,0.0,0.0,0.0,0.0,0.8351674,0.0,0.78106064,0.0,0.0,2.234915,0.0,0.0,1.5362575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2956213,0.0,2.3993714,2.483474,0.9470693,0.0,0.0,2.0163574,0.8411937,0.0,0.650005,0.433856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16507536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47757033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6788375,0.0,2.2049184,0.0,0.0,0.0,0.0,0.0,1.60927,0.0,0.0,0.0,0.0,0.0,1.4146645,0.0,0.08102316,0.0,1.7780734,0.0,0.0,0.0,0.0,0.0,0.0,4.242666,0.0,0.0,0.0,0.049539655,0.03775153,0.0,0.0,0.9659578,0.0,0.0,0.0,2.995476,5.74963,0.0,2.2615163,0.0,0.0,0.0,0.0,0.0,0.0,0.42236808,1.3753927,0.2731162,0.0,0.0,0.8584728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2158272,0.0,0.70975965,Murray-Darling Depression,Murray-Darling Depression,0.6083337
0.0,0.0,0.27597538,0.0,0.0,0.0,0.0,0.36457872,0.0,0.6093824,0.0,0.0,2.3135834,0.0,0.0,1.1747035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1146683,0.0,2.2007666,2.7379847,0.8056697,0.0,0.0,2.0792246,1.4045525,0.0,0.38961685,0.79801184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75321496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.593842,0.0,2.2094858,0.0,0.0,0.0,0.0,0.0,1.3610452,0.0,0.0,0.0,0.0,0.0,1.5651777,0.0,0.0,0.0,2.4160378,0.0,0.0,0.0,0.0,0.0,0.0,4.9723234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1780814,0.0,0.0,0.0,3.0099661,6.4564867,0.0,2.5869002,0.0,0.0,0.0,0.0,0.0,0.0,0.7481801,1.7959034,0.05858224,0.0,0.0,0.77051157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8812177,0.0,0.30234995,Murray-Darling Depression,Murray-Darling Depression,0.6479913
0.0,0.0,0.69063705,0.0,0.0,0.0,0.0,0.40047908,0.0,1.0994743,0.0,0.0,2.7262251,0.0,0.0,2.2296023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8950421,0.0,2.7163422,3.02226,1.8895539,0.0,0.0,3.025902,0.6620886,0.0,1.1158358,0.8556629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4177868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0244423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7059002,0.0,3.0428708,0.0,0.0,0.0,0.0,0.0,1.170559,0.0,0.0,0.0,0.0,0.0,1.9120573,0.0,0.05715614,0.0,2.1102629,0.0,0.0,0.0,0.0,0.0,0.0,6.0070696,0.0,0.0,0.0,0.0,0.6795043,0.0,0.0,0.9938883,0.0,0.0,0.0,4.1796145,7.6036983,0.0,3.419118,0.0,0.0,0.0,0.0,0.0,0.0,0.19915436,1.9683053,1.1121947,0.0,0.0,0.26370147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.306105,0.0,0.8093136,Murray-Darling Depression,Murray-Darling Depression,0.7048593
0.0,0.0,0.4317763,0.0,0.0,0.0,0.0,0.6283342,0.0,0.5598541,0.0,0.0,1.6895018,0.0,0.0,1.0983126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16793415,0.0,1.3949695,2.0157201,0.7991487,0.0,0.0,2.345157,0.63295555,0.0,0.4271357,0.5747563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14704816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6972126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4630828,0.0,1.2742505,0.0,0.0,0.0,0.0,0.0,1.282614,0.0,0.0,0.0,0.0,0.0,1.8144991,0.0,0.0,0.0,1.357037,0.0,0.0,0.0,0.0,0.0,0.0,3.7497551,0.0,0.0,0.0,0.0,0.049346212,0.0,0.0,0.8083578,0.0,0.0,0.0,2.4409025,4.7725673,0.0,1.5693364,0.0,0.0,0.0,0.0,0.0,0.0,0.005659154,2.027942,0.091844626,0.0,0.0,0.90455955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7382686,0.0,0.35975537,Murray-Darling Depression,Murray-Darling Depression,0.5004388
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4382781,0.0,0.0,1.4344032,0.0,0.0,1.0995996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1829977,2.3250268,1.3276831,0.0,0.0,1.2388513,0.10605788,0.0,0.5229618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15411144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7177814,0.0,0.0,0.0,0.06412423,0.0,0.0,0.0,0.0,0.0,0.0,2.8593347,0.0,2.0541606,0.0,0.0,0.0,0.0,0.0,0.09367479,0.0,0.0,0.0,0.0,0.0,1.7813793,0.0,0.04256266,0.0,2.1513324,0.0,0.0,0.0,0.0,0.0,0.0,4.0882206,0.0,0.0,0.0,0.0,1.0327122,0.0,0.0,0.11332241,0.0,0.0,0.0,2.287055,4.89981,0.0,2.6636214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8162005,1.2411083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9410442,0.0,0.5130306,Murray-Darling Depression,Murray-Darling Depression,0.4812251
0.0,0.0,0.23299532,0.0,0.0,0.0,0.0,0.0,0.0,1.3251896,0.0,0.0,2.8570778,0.0,0.0,1.9648352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28788224,0.0,2.0971413,2.2932725,1.702135,0.0,0.0,1.8534547,0.77407956,0.0,0.7588047,0.2904941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38617477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83823127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1649084,0.0,2.5544653,0.0,0.0,0.0,0.0,0.0,1.314404,0.0,0.0,0.0,0.0,0.0,1.7219521,0.0,0.0,0.0,1.8985903,0.0,0.0,0.0,0.0,0.0,0.0,4.9821506,0.0,0.0,0.0,0.0,0.69855255,0.0,0.0,0.75149566,0.0,0.0,0.0,3.0898046,6.586852,0.0,2.7880003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.124711,0.37442747,0.0,0.0,0.5290843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.640195,0.0,0.7904766,Murray-Darling Depression,Murray-Darling Depression,0.7197473
